City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bengaluru,2015-10-21 23:00:00,52.63,,4.7,37.79,37.52,37.13,1.09,1.61,15.44,,1.02,,80.0,Satisfactory
Bengaluru,2015-11-18 16:00:00,23.15,22.68,3.9,14.2,16.45,20.86,0.28,2.96,,,,,133.0,Moderate
Bengaluru,2016-03-28 22:00:00,60.37,206.61,5.62,38.31,22.99,27.81,1.25,5.38,42.76,,,,123.0,Moderate
Bengaluru,2016-05-05 23:00:00,32.68,29.54,2.42,20.95,12.37,15.91,0.5,5.03,,,,,85.0,Satisfactory
Bengaluru,2016-10-10 08:00:00,12.08,57.17,13.7,27.46,5.06,15.13,0.78,1.8,9.61,0.6,0.78,,200.0,Moderate
Bengaluru,2016-10-13 22:00:00,108.34,,31.04,13.98,10.69,15.05,1.12,3.24,4.53,,1.12,,48.0,Good
Bengaluru,2016-10-30 12:00:00,30.78,,1.36,33.2,6.41,40.42,0.0,3.0,41.83,1.14,2.72,,141.0,Moderate
Bengaluru,2016-10-31 05:00:00,40.68,,4.86,31.35,5.75,39.52,0.65,4.96,26.51,0.37,1.18,,96.0,Satisfactory
Bengaluru,2016-12-23 07:00:00,37.84,150.69,44.8,140.68,0.0,16.86,0.87,10.41,11.34,13.71,14.19,,71.0,Satisfactory
Bengaluru,2017-01-06 21:00:00,73.96,212.97,23.54,104.45,0.0,23.74,1.18,8.07,10.93,7.62,6.77,,99.0,Satisfactory
Bengaluru,2017-04-23 22:00:00,55.61,,4.28,45.38,0.0,27.09,0.0,3.61,11.25,3.92,5.12,,46.0,Good
Bengaluru,2017-04-24 13:00:00,19.36,,3.33,26.15,0.0,30.36,0.0,2.56,31.75,1.0,0.96,,56.0,Satisfactory
Bengaluru,2017-05-08 11:00:00,21.6,124.03,9.42,40.89,0.0,24.83,0.67,3.61,18.11,2.75,1.25,,53.0,Satisfactory
Bengaluru,2017-06-17 14:00:00,23.12,,5.2,29.12,,23.64,,3.67,18.64,0.61,1.45,,55.0,Satisfactory
Bengaluru,2017-07-17 11:00:00,24.96,122.61,8.31,28.56,0.0,26.86,0.48,4.87,57.83,0.71,0.55,,64.0,Satisfactory
Bengaluru,2017-07-28 16:00:00,20.44,87.47,5.57,29.35,0.0,26.87,0.42,4.74,95.33,0.13,0.16,,79.0,Satisfactory
Bengaluru,2017-08-11 04:00:00,14.38,25.69,9.72,27.28,0.0,24.23,0.5,4.25,5.39,1.21,1.72,,43.0,Good
Bengaluru,2017-09-28 11:00:00,8.08,,1.28,12.82,0.0,17.96,0.0,3.52,57.78,1.19,1.05,,38.0,Good
Bengaluru,2017-10-04 03:00:00,18.9,7.8,2.82,18.0,0.0,23.83,0.37,3.94,5.18,0.5,0.81,,63.0,Satisfactory
Bengaluru,2017-11-29 17:00:00,12.11,60.62,10.87,38.22,25.92,,0.47,4.11,34.29,0.0,0.0,,69.0,Satisfactory
Bengaluru,2018-02-15 09:00:00,31.49,65.54,8.69,28.77,20.12,,1.05,1.26,25.56,0.96,0.82,,64.0,Satisfactory
Bengaluru,2018-03-04 11:00:00,50.21,,1.46,11.82,19.85,,1.06,4.18,74.85,0.81,0.91,,78.0,Satisfactory
Bengaluru,2018-03-08 14:00:00,39.1,99.56,3.1,13.99,12.52,,1.17,3.93,57.44,0.0,0.43,,121.0,Moderate
Bengaluru,2018-05-05 21:00:00,46.43,,3.6,71.48,31.64,,0.88,5.12,18.64,0.36,1.03,,125.0,Moderate
Bengaluru,2018-06-21 22:00:00,5.98,164.45,13.38,52.99,32.14,40.27,1.06,4.72,18.89,0.5,1.35,,66.0,Satisfactory
Bengaluru,2018-07-10 16:00:00,32.49,49.25,22.18,29.5,36.17,20.35,1.04,7.15,17.82,0.52,3.39,,62.0,Satisfactory
Bengaluru,2018-09-26 23:00:00,28.01,36.82,19.67,36.98,45.05,10.96,1.14,6.76,9.04,1.12,2.92,,91.0,Satisfactory
Bengaluru,2018-10-08 00:00:00,33.45,107.33,14.26,30.84,38.44,17.09,0.84,7.52,7.38,0.47,1.01,,66.0,Satisfactory
Bengaluru,2019-01-13 12:00:00,67.76,123.37,11.61,48.04,47.57,26.91,0.74,4.85,106.06,0.32,1.05,,124.0,Moderate
Bengaluru,2019-03-11 22:00:00,50.7,106.83,4.84,29.69,24.55,15.7,1.11,6.56,52.43,1.4,5.57,,95.0,Satisfactory
Bengaluru,2019-03-17 21:00:00,49.15,121.95,9.79,43.4,37.44,16.2,1.06,4.9,47.56,1.65,4.89,,119.0,Moderate
Bengaluru,2019-03-31 02:00:00,81.1,104.5,7.5,22.36,18.92,17.43,0.63,4.94,40.63,1.86,7.14,,139.0,Moderate
Bengaluru,2019-08-04 16:00:00,14.2,50.9,10.73,17.77,22.59,11.11,0.66,4.63,23.5,0.31,1.18,,66.0,Satisfactory
Bengaluru,2019-08-24 22:00:00,20.86,100.77,9.09,22.39,28.57,12.62,0.79,5.41,19.4,2.83,2.15,,57.0,Satisfactory
Bengaluru,2019-10-11 00:00:00,50.38,79.04,15.72,46.18,47.67,19.9,0.91,3.81,16.67,1.14,5.79,,136.0,Moderate
Bengaluru,2019-10-16 20:00:00,19.1,63.2,17.86,30.37,38.05,13.98,1.09,3.99,18.56,1.38,4.41,,72.0,Satisfactory
Bengaluru,2020-03-07 20:00:00,46.67,105.01,4.71,35.02,34.94,13.5,1.13,7.29,37.94,0.58,1.66,,95.0,Satisfactory
Bengaluru,2020-04-20 04:00:00,12.39,21.45,2.45,8.34,9.97,9.83,0.51,5.04,19.86,0.16,2.78,,60.0,Satisfactory
Bengaluru,2020-04-26 08:00:00,25.23,56.35,3.55,12.32,13.84,9.05,0.84,4.2,32.55,0.35,0.6,,60.0,Satisfactory
Bengaluru,2020-05-17 23:00:00,12.78,54.19,2.66,10.23,10.24,10.18,0.67,10.79,40.07,0.17,2.2,,64.0,Satisfactory
Bengaluru,2020-05-26 23:00:00,18.12,56.17,4.13,21.16,19.02,9.22,1.17,5.84,30.62,0.16,0.66,,79.0,Satisfactory
Bengaluru,2020-06-24 13:00:00,20.95,52.47,5.15,13.28,15.43,7.94,0.62,7.14,26.59,0.34,0.87,,61.0,Satisfactory
Bhopal,2019-10-01 18:00:00,9.25,25.5,3.77,12.03,9.45,20.38,0.95,7.68,54.7,,,,59.0,Satisfactory
Bhopal,2019-10-03 17:00:00,31.75,157.75,7.4,65.25,40.73,4.57,1.38,10.8,68.62,,,,107.0,Moderate
Bhopal,2019-10-06 02:00:00,35.0,108.75,8.18,55.92,36.4,19.75,1.14,10.03,14.68,,,,111.0,Moderate
Bhopal,2019-10-07 04:00:00,34.0,80.75,2.27,30.22,17.93,18.27,0.72,8.57,28.65,,,,108.0,Moderate
Bhopal,2019-10-10 17:00:00,32.5,80.25,3.73,38.75,23.65,12.15,0.62,9.9,89.65,,,,129.0,Moderate
Bhopal,2019-10-13 16:00:00,30.25,101.75,3.22,23.2,14.93,11.75,0.72,7.6,126.7,,,,171.0,Moderate
Bhopal,2019-10-27 11:00:00,50.75,73.25,6.85,22.18,17.35,15.6,0.82,12.32,29.7,,,,93.0,Satisfactory
Bhopal,2019-10-29 02:00:00,19.5,22.0,0.45,11.8,6.62,9.4,0.36,9.4,53.15,,,,74.0,Satisfactory
Bhopal,2019-11-23 09:00:00,97.0,166.75,3.23,32.62,20.02,17.45,1.06,29.2,81.6,,,,256.0,Poor
Bhopal,2019-11-24 15:00:00,70.0,116.0,1.22,21.15,12.22,18.08,0.74,13.03,175.93,,,,271.0,Poor
Bhopal,2019-11-25 19:00:00,86.0,182.5,4.43,117.6,66.15,20.5,2.6,17.88,37.22,,,,239.0,Poor
Bhopal,2019-11-26 22:00:00,160.0,334.25,62.03,146.92,128.52,20.65,2.94,33.08,20.38,,,,191.0,Moderate
Bhopal,2019-11-28 13:00:00,69.0,134.5,2.33,18.8,11.93,15.47,0.56,57.75,128.35,,,,314.0,Very Poor
Bhopal,2019-12-01 17:00:00,65.75,136.5,0.58,25.7,14.15,13.78,0.79,30.43,121.12,,,,216.0,Poor
Bhopal,2019-12-09 22:00:00,158.75,303.75,22.55,130.35,87.65,23.95,2.89,12.83,17.45,,,,302.0,Very Poor
Bhopal,2019-12-18 21:00:00,83.25,132.0,9.1,78.28,49.02,24.7,1.39,6.92,20.65,,,,184.0,Moderate
Bhopal,2020-01-05 23:00:00,132.25,208.5,22.23,65.15,52.7,31.38,1.99,5.1,15.53,,,,151.0,Moderate
Bhopal,2020-01-06 21:00:00,80.25,158.5,19.25,101.33,69.58,15.93,1.81,22.8,7.08,,,,106.0,Moderate
Bhopal,2020-01-10 23:00:00,73.0,119.5,3.6,39.9,24.12,17.85,0.86,7.05,58.95,,,,120.0,Moderate
Bhopal,2020-01-14 05:00:00,60.25,100.75,1.3,15.22,9.15,26.57,0.52,10.62,68.92,,,,129.0,Moderate
Bhopal,2020-01-18 20:00:00,114.0,196.75,19.43,54.35,44.7,25.62,1.59,18.98,16.15,,,,186.0,Moderate
Bhopal,2020-01-19 23:00:00,128.0,200.25,25.73,80.28,63.62,24.3,2.19,17.45,11.35,,,,106.0,Moderate
Bhopal,2020-01-24 15:00:00,26.25,96.75,3.02,26.05,16.32,12.3,0.74,10.85,92.85,,,,134.0,Moderate
Bhopal,2020-02-29 15:00:00,30.0,101.0,1.12,12.12,7.35,13.43,0.47,16.8,119.8,,,,132.0,Moderate
Bhopal,2020-03-07 18:00:00,31.0,128.75,4.08,36.55,22.7,7.9,0.79,18.73,79.22,,,,121.0,Moderate
Bhopal,2020-03-09 09:00:00,20.0,68.5,2.05,17.4,10.92,12.02,0.43,17.75,73.92,,,,85.0,Satisfactory
Bhopal,2020-03-11 05:00:00,36.0,65.25,1.6,12.43,7.95,26.65,0.58,9.53,33.88,,,,77.0,Satisfactory
Bhopal,2020-03-21 16:00:00,17.75,106.5,1.82,13.97,8.93,9.85,0.43,7.15,106.28,,,,116.0,Moderate
Bhopal,2020-03-22 14:00:00,21.0,87.0,0.3,4.47,2.62,11.18,0.23,12.45,101.6,,,,138.0,Moderate
Bhopal,2020-03-27 23:00:00,20.0,38.75,1.83,11.12,7.38,21.23,0.43,7.75,27.93,,,,47.0,Good
Bhopal,2020-03-31 17:00:00,,,,,,,,,,,,,,
Bhopal,2020-04-01 10:00:00,,,,,,,,,,,,,,
Bhopal,2020-04-02 10:00:00,,,,,,,,,,,,,,
Bhopal,2020-04-05 19:00:00,,,,,,,,,,,,,,
Bhopal,2020-04-10 04:00:00,23.25,94.0,3.25,5.62,5.62,12.75,0.45,10.23,38.02,,,,103.0,Moderate
Bhopal,2020-04-12 07:00:00,,,,,,,,,,,,,102.0,Moderate
Bhopal,2020-04-14 17:00:00,23.25,104.5,2.77,2.83,3.75,11.5,0.39,10.6,83.8,,,,111.0,Moderate
Bhopal,2020-04-14 22:00:00,41.25,128.75,3.2,14.72,10.47,13.23,0.78,12.68,33.35,,,,115.0,Moderate
Bhopal,2020-04-15 16:00:00,26.0,85.25,2.92,5.15,5.15,11.95,0.45,10.75,98.4,,,,98.0,Satisfactory
Bhopal,2020-04-25 09:00:00,64.0,137.25,3.17,9.0,7.38,15.07,0.46,12.12,62.73,,,,119.0,Moderate
Bhopal,2020-04-25 15:00:00,16.0,118.25,2.92,5.12,5.1,9.83,0.2,7.12,83.55,,,,119.0,Moderate
Bhopal,2020-05-06 19:00:00,14.0,80.0,0.43,8.2,4.72,10.15,0.35,8.22,93.2,,,,137.0,Moderate
Bhopal,2020-05-07 07:00:00,16.75,44.75,0.85,10.53,6.28,13.57,0.36,21.8,64.8,,,,80.0,Satisfactory
Bhopal,2020-05-15 22:00:00,25.25,55.75,0.65,14.65,8.3,14.1,0.47,12.72,78.15,,,,111.0,Moderate
Bhopal,2020-05-16 22:00:00,33.0,82.5,1.18,18.4,10.8,15.1,0.54,9.82,72.75,,,,137.0,Moderate
Bhopal,2020-06-05 02:00:00,11.0,23.0,0.4,4.6,2.67,16.57,0.27,8.75,53.33,,,,53.0,Satisfactory
Bhopal,2020-06-16 09:00:00,14.0,29.5,3.42,10.47,8.38,14.7,0.41,8.3,65.53,,,,77.0,Satisfactory
Bhopal,2020-06-17 07:00:00,12.25,25.5,3.05,10.68,8.15,16.55,0.39,33.45,78.78,,,,90.0,Satisfactory
Bhopal,2020-06-25 10:00:00,14.75,46.5,1.62,7.4,5.28,21.05,0.43,8.28,45.27,,,,49.0,Good
Bhopal,2020-06-28 22:00:00,15.0,29.25,1.05,5.75,3.88,19.02,0.46,16.4,56.75,,,,57.0,Satisfactory
Brajrajnagar,2017-12-19 02:00:00,77.64,132.78,,18.19,,7.17,2.71,6.26,4.49,0.0,,,144.0,Moderate
Brajrajnagar,2018-01-22 04:00:00,,,,,,,,,,,,,,
Brajrajnagar,2018-02-14 08:00:00,30.16,58.14,8.78,15.76,24.55,9.25,3.82,7.48,5.57,,,,123.0,Moderate
Brajrajnagar,2018-02-17 19:00:00,89.85,220.06,10.97,26.66,37.64,9.69,3.43,6.6,4.67,0.0,,,211.0,Poor
Brajrajnagar,2018-02-25 10:00:00,173.19,256.03,16.66,36.93,53.59,13.55,4.35,17.03,7.34,0.0,,,284.0,Poor
Brajrajnagar,2018-03-18 20:00:00,191.89,448.11,11.57,42.76,54.32,8.39,3.9,16.47,6.56,0.0,,,236.0,Poor
Brajrajnagar,2018-03-20 05:00:00,111.42,200.61,11.43,27.07,38.51,8.47,4.05,14.37,5.01,0.0,,,203.0,Poor
Brajrajnagar,2018-05-28 18:00:00,50.6,93.06,6.8,12.24,19.04,5.66,2.95,13.01,43.84,0.22,,,113.0,Moderate
Brajrajnagar,2018-06-04 19:00:00,,,3.31,13.23,16.52,8.62,2.84,12.9,13.66,1.35,,,,
Brajrajnagar,2018-06-07 15:00:00,42.43,80.28,1.44,8.9,10.35,17.72,2.35,12.79,40.0,0.0,,,105.0,Moderate
Brajrajnagar,2018-06-16 14:00:00,53.46,,2.79,12.59,15.38,6.49,2.45,12.27,41.24,0.58,,,226.0,Poor
Brajrajnagar,2018-07-08 17:00:00,33.44,76.05,2.32,8.79,11.1,4.04,2.18,13.18,9.8,0.0,,,103.0,Moderate
Brajrajnagar,2018-07-31 23:00:00,40.53,58.98,7.38,9.34,16.72,4.8,0.0,12.44,5.76,0.66,,,85.0,Satisfactory
Brajrajnagar,2018-08-16 12:00:00,13.97,38.13,11.28,11.38,22.65,3.95,0.0,13.78,3.82,0.0,,,22.0,Good
Brajrajnagar,2018-11-01 03:00:00,35.59,56.96,59.62,5.38,26.53,15.79,0.45,12.4,2.54,0.0,,,52.0,Satisfactory
Brajrajnagar,2018-11-23 00:00:00,,,,,,,,,,,,,,
Brajrajnagar,2018-12-16 16:00:00,33.14,49.56,6.67,8.95,13.41,32.25,1.2,12.7,10.71,63.79,,,146.0,Moderate
Brajrajnagar,2018-12-20 21:00:00,202.39,331.62,48.01,22.45,74.04,13.73,1.93,15.54,5.08,47.02,,,195.0,Moderate
Brajrajnagar,2018-12-21 16:00:00,25.4,59.82,7.01,21.0,20.49,41.51,1.27,13.35,7.61,3.0,,,234.0,Poor
Brajrajnagar,2018-12-25 15:00:00,33.99,41.14,8.09,11.82,18.78,61.47,1.88,13.75,10.62,24.73,,,243.0,Poor
Brajrajnagar,2019-01-27 04:00:00,32.49,41.69,16.12,11.2,27.01,49.78,3.02,13.79,4.15,0.0,,,115.0,Moderate
Brajrajnagar,2019-01-30 20:00:00,323.5,614.54,40.52,34.79,66.85,38.6,2.92,17.87,4.86,0.0,,,128.0,Moderate
Brajrajnagar,2019-02-22 04:00:00,133.87,202.37,35.41,34.93,55.51,32.59,3.75,16.23,4.38,0.0,,,242.0,Poor
Brajrajnagar,2019-02-27 20:00:00,68.03,140.34,14.33,19.0,33.76,51.71,2.84,15.39,5.76,0.0,,,114.0,Moderate
Brajrajnagar,2019-03-12 13:00:00,81.66,168.85,8.99,14.26,19.7,14.87,2.89,8.79,20.1,0.0,,,251.0,Poor
Brajrajnagar,2019-03-13 16:00:00,61.59,128.14,7.43,10.21,17.17,32.09,3.11,7.3,27.47,0.0,,,197.0,Moderate
Brajrajnagar,2019-03-28 07:00:00,82.21,122.84,14.72,25.98,35.18,61.39,2.84,7.87,3.06,0.0,,,250.0,Poor
Brajrajnagar,2019-04-18 10:00:00,,,,,,,,,,,,,,
Brajrajnagar,2019-04-29 23:00:00,,,,,,,,,,,,,,
Brajrajnagar,2019-05-04 03:00:00,,54.4,10.36,9.57,22.43,149.17,2.15,5.84,2.85,0.0,,,,
Brajrajnagar,2019-05-31 18:00:00,,,,,,,,,,,,,113.0,Moderate
Brajrajnagar,2019-07-06 09:00:00,15.38,22.39,0.58,7.76,7.51,68.81,1.97,2.22,5.64,3.05,,,102.0,Moderate
Brajrajnagar,2019-07-23 01:00:00,32.74,57.04,5.98,33.54,10.04,144.05,1.75,1.48,3.98,0.0,,,100.0,Satisfactory
Brajrajnagar,2019-07-30 09:00:00,6.26,15.43,1.47,4.4,4.01,98.95,1.77,1.01,6.57,0.0,,,95.0,Satisfactory
Brajrajnagar,2019-08-24 08:00:00,6.08,15.46,2.91,21.95,6.83,44.23,1.77,4.35,3.9,0.0,,,,
Brajrajnagar,2019-09-21 14:00:00,57.48,73.43,2.08,11.23,10.85,8.4,1.93,14.05,7.38,0.0,,,101.0,Moderate
Brajrajnagar,2019-09-28 06:00:00,8.62,15.33,5.05,1.82,6.79,55.72,1.95,8.32,3.51,0.0,,,103.0,Moderate
Brajrajnagar,2019-10-07 05:00:00,,,6.16,2.96,8.8,5.38,2.04,7.3,3.83,0.0,,,103.0,Moderate
Brajrajnagar,2019-10-09 15:00:00,59.34,66.44,2.23,6.22,6.17,45.23,1.94,10.74,4.94,0.0,,,102.0,Moderate
Brajrajnagar,2019-11-24 14:00:00,69.64,113.01,20.72,5.62,4.74,83.43,0.86,11.71,10.12,0.0,,,161.0,Moderate
Brajrajnagar,2019-11-25 16:00:00,60.06,101.9,1.0,5.23,4.09,11.71,1.01,13.43,12.2,0.0,,,,
Brajrajnagar,2019-11-30 09:00:00,74.82,134.51,,,0.0,,0.0,,,0.0,,,218.0,Poor
Brajrajnagar,2019-12-27 08:00:00,83.65,112.22,18.57,6.78,19.93,62.16,1.0,4.36,32.43,0.0,,,221.0,Poor
Brajrajnagar,2020-01-03 11:00:00,32.53,43.32,13.96,10.56,21.23,28.78,1.27,2.62,37.03,0.0,,,70.0,Satisfactory
Brajrajnagar,2020-01-13 17:00:00,,,9.63,23.17,34.22,37.54,1.83,9.75,47.05,0.0,,,,
Brajrajnagar,2020-01-26 15:00:00,33.7,71.82,,,0.0,,0.0,,,0.0,,,152.0,Moderate
Brajrajnagar,2020-02-09 09:00:00,55.06,111.79,6.64,8.66,14.87,42.28,0.04,6.04,34.92,0.0,,,97.0,Satisfactory
Brajrajnagar,2020-03-04 04:00:00,,26.11,9.52,28.94,13.46,119.38,0.05,6.04,41.84,0.0,,,84.0,Satisfactory
Brajrajnagar,2020-05-13 20:00:00,,,,,,,,,,,,,,
Brajrajnagar,2020-06-16 07:00:00,,,,,,,,,,,,,,
Chandigarh,2019-09-04 04:00:00,27.12,81.48,,,,,0.37,4.32,17.72,3.73,0.01,4.34,105.0,Moderate
Chandigarh,2019-09-05 12:00:00,,37.29,12.01,4.72,16.72,1.06,0.56,,8.44,4.3,1.82,60.3,75.0,Satisfactory
Chandigarh,2019-09-21 23:00:00,42.17,107.84,13.62,8.22,14.95,6.25,1.18,6.28,8.04,5.23,1.88,1.34,72.0,Satisfactory
Chandigarh,2019-09-25 10:00:00,30.8,80.31,15.39,8.09,16.37,7.51,0.89,7.34,11.18,5.22,1.81,1.85,103.0,Moderate
Chandigarh,2019-09-30 04:00:00,,,,,,,0.48,16.72,8.58,4.17,2.52,2.13,,
Chandigarh,2019-09-30 22:00:00,,146.28,52.58,5.45,45.13,9.06,1.37,19.53,5.41,10.52,1.92,2.98,,
Chandigarh,2019-10-05 03:00:00,20.13,74.21,,,,,0.54,20.52,7.38,4.36,2.28,1.76,73.0,Satisfactory
Chandigarh,2019-10-05 21:00:00,39.79,114.92,8.55,5.33,9.58,6.04,0.5,15.3,10.26,4.31,2.17,1.29,73.0,Satisfactory
Chandigarh,2019-10-28 02:00:00,,,22.47,5.91,21.34,18.06,0.81,8.14,3.11,3.31,7.33,0.75,328.0,Very Poor
Chandigarh,2019-11-18 07:00:00,69.79,96.41,,,,,0.51,9.04,8.48,1.09,2.65,4.12,78.0,Satisfactory
Chandigarh,2019-11-18 13:00:00,,,0.82,14.26,8.22,1.53,0.93,8.51,36.81,1.11,3.92,2.31,89.0,Satisfactory
Chandigarh,2019-12-12 11:00:00,44.8,58.89,63.7,30.44,65.49,38.71,1.29,7.76,4.91,3.42,0.64,1.03,317.0,Very Poor
Chandigarh,2019-12-22 11:00:00,48.53,67.64,3.58,15.41,10.43,35.27,0.55,6.07,10.68,0.07,0.11,0.77,102.0,Moderate
Chandigarh,2019-12-26 22:00:00,48.48,109.19,1.55,10.72,6.97,21.38,0.57,5.91,9.94,6.03,0.15,0.65,79.0,Satisfactory
Chandigarh,2019-12-29 05:00:00,41.12,42.99,7.43,9.46,11.15,23.61,0.7,3.9,8.71,7.5,0.26,0.65,167.0,Moderate
Chandigarh,2020-01-04 18:00:00,40.11,93.09,0.91,15.83,8.83,45.13,0.51,7.94,8.09,4.87,0.69,0.72,102.0,Moderate
Chandigarh,2020-01-16 21:00:00,55.98,103.81,9.65,9.81,11.75,30.8,1.02,7.05,5.17,8.55,0.23,0.29,79.0,Satisfactory
Chandigarh,2020-01-23 16:00:00,26.12,80.33,,8.34,4.97,52.46,0.33,6.36,27.61,4.06,0.18,0.62,69.0,Satisfactory
Chandigarh,2020-01-31 00:00:00,28.46,62.95,1.6,10.6,6.82,54.19,0.48,4.03,3.0,4.83,0.18,0.68,64.0,Satisfactory
Chandigarh,2020-02-01 05:00:00,53.83,111.94,,,0.0,,0.9,6.48,7.08,8.19,0.51,0.91,96.0,Satisfactory
Chandigarh,2020-02-22 19:00:00,18.26,46.18,0.59,15.63,8.38,64.02,0.45,10.75,21.65,3.85,0.14,2.33,57.0,Satisfactory
Chandigarh,2020-02-23 13:00:00,34.53,77.33,4.96,19.21,14.65,74.56,0.58,12.39,32.63,5.69,0.13,3.84,64.0,Satisfactory
Chandigarh,2020-02-26 17:00:00,34.44,87.48,1.32,17.74,10.31,41.92,0.62,13.58,32.97,5.93,0.2,1.57,81.0,Satisfactory
Chandigarh,2020-03-01 05:00:00,16.88,52.08,37.28,10.68,36.4,35.42,0.68,7.33,3.22,5.72,0.12,1.16,81.0,Satisfactory
Chandigarh,2020-03-16 01:00:00,13.79,63.62,3.35,8.47,6.85,64.45,0.55,9.39,4.94,3.99,2.61,1.13,40.0,Good
Chandigarh,2020-03-22 11:00:00,18.71,37.38,2.64,10.52,8.17,92.27,0.42,11.89,19.98,3.95,0.2,1.07,65.0,Satisfactory
Chandigarh,2020-03-26 04:00:00,10.62,27.58,2.11,7.42,5.57,39.15,0.46,9.09,7.52,3.16,0.13,1.05,37.0,Good
Chandigarh,2020-03-27 20:00:00,7.89,12.2,0.63,2.07,0.0,,0.43,,7.87,,,,37.0,Good
Chandigarh,2020-03-31 21:00:00,14.25,34.42,0.58,9.25,5.22,33.93,0.41,11.28,14.45,3.5,0.13,1.0,40.0,Good
Chandigarh,2020-04-02 22:00:00,9.15,29.81,1.51,12.49,7.77,34.71,0.48,11.2,10.26,3.75,0.13,1.29,37.0,Good
Chandigarh,2020-04-07 08:00:00,14.07,36.01,1.35,10.86,6.47,51.36,0.41,6.57,15.26,3.37,0.45,0.93,50.0,Good
Chandigarh,2020-04-07 15:00:00,8.66,37.28,0.81,9.41,5.57,44.29,0.37,6.67,27.09,2.72,0.45,0.77,42.0,Good
Chandigarh,2020-04-11 13:00:00,19.74,44.94,0.76,9.72,6.01,36.14,0.43,8.07,40.89,2.91,0.6,0.98,41.0,Good
Chandigarh,2020-04-14 09:00:00,13.28,34.49,3.8,15.51,11.43,41.93,0.57,9.03,20.02,3.77,0.6,1.24,46.0,Good
Chandigarh,2020-04-15 15:00:00,18.86,89.89,0.49,7.32,4.26,19.23,0.28,8.37,67.38,2.78,0.43,0.52,76.0,Satisfactory
Chandigarh,2020-04-18 10:00:00,5.27,28.75,2.29,14.35,9.59,40.16,0.33,8.94,25.12,2.15,0.44,1.02,51.0,Satisfactory
Chandigarh,2020-04-18 22:00:00,8.48,25.56,1.86,9.43,6.54,27.84,0.49,12.48,20.39,2.1,0.54,1.24,57.0,Satisfactory
Chandigarh,2020-04-29 05:00:00,11.21,30.48,5.85,12.78,11.25,61.01,0.71,12.26,,4.32,0.56,1.42,38.0,Good
Chandigarh,2020-04-30 13:00:00,25.92,61.38,0.44,8.65,5.0,38.67,0.45,15.94,35.74,3.13,0.39,0.74,56.0,Satisfactory
Chandigarh,2020-05-07 14:00:00,17.62,50.2,1.3,10.91,6.72,30.17,0.48,9.89,45.93,1.46,0.12,1.07,52.0,Satisfactory
Chandigarh,2020-05-13 06:00:00,21.96,52.92,2.43,14.43,9.52,23.32,0.66,7.55,11.94,2.18,0.33,0.48,53.0,Satisfactory
Chandigarh,2020-05-14 16:00:00,36.24,129.72,0.46,8.72,5.06,41.52,0.36,6.96,32.32,1.58,0.19,0.67,79.0,Satisfactory
Chandigarh,2020-05-29 08:00:00,10.61,47.05,4.83,6.76,11.94,29.25,0.53,12.87,27.37,3.05,0.17,0.88,95.0,Satisfactory
Chandigarh,2020-05-30 16:00:00,17.16,58.84,3.64,5.47,8.35,32.49,0.31,7.37,49.66,3.21,0.15,0.33,57.0,Satisfactory
Chandigarh,2020-06-02 18:00:00,10.54,41.04,,,,,0.24,10.93,28.59,2.26,0.21,0.59,61.0,Satisfactory
Chandigarh,2020-06-11 18:00:00,26.31,89.73,0.59,5.22,3.11,23.46,0.24,12.63,71.4,1.93,0.28,0.43,90.0,Satisfactory
Chandigarh,2020-06-17 12:00:00,11.84,35.42,0.75,8.31,5.03,33.33,0.34,11.86,45.26,2.64,0.36,0.8,57.0,Satisfactory
Chandigarh,2020-06-17 15:00:00,31.54,60.51,0.1,5.79,3.01,26.46,0.31,14.26,74.26,2.55,0.38,0.51,74.0,Satisfactory
Chandigarh,2020-06-21 13:00:00,25.13,55.52,0.43,10.86,5.86,47.6,0.25,,43.29,5.42,0.29,0.61,79.0,Satisfactory
Chandigarh,2020-06-23 19:00:00,19.1,37.59,1.02,10.96,6.29,28.49,0.3,8.15,41.77,3.92,0.27,1.0,49.0,Good
Chennai,2015-01-06 08:00:00,,,25.15,30.07,12.81,12.49,0.92,7.98,23.6,,,,,
Chennai,2015-02-13 04:00:00,,,11.39,14.01,13.5,80.7,1.21,6.78,13.59,,,,,
Chennai,2015-03-16 13:00:00,,,7.83,13.12,14.5,9.25,0.88,6.09,83.16,,,,,
Chennai,2015-03-28 16:00:00,24.81,,18.31,33.51,20.66,15.62,1.5,10.71,28.93,,,,,
Chennai,2015-04-08 01:00:00,82.07,,7.74,19.1,17.19,10.0,0.64,4.33,27.09,,,,90.0,Satisfactory
Chennai,2015-06-15 09:00:00,59.15,,4.88,14.59,15.91,58.19,2.09,9.42,38.04,,,,227.0,Poor
Chennai,2015-07-27 10:00:00,55.54,,5.4,18.81,17.43,42.15,0.88,9.28,25.86,,,,113.0,Moderate
Chennai,2015-08-11 17:00:00,66.62,,8.19,15.23,19.47,28.47,0.97,14.15,23.81,,,,93.0,Satisfactory
Chennai,2015-08-16 08:00:00,63.46,,8.15,15.98,19.88,54.85,1.02,15.48,14.35,,,,122.0,Moderate
Chennai,2015-09-04 07:00:00,26.84,,9.88,17.83,19.89,36.7,2.15,22.24,39.05,,,,80.0,Satisfactory
